-0.138287526330573,-0.1537237971151442,-0.14645733097829297,-0.1819189616448854,-0.16484338617510955
-0.138287526330573,-0.1537237971151442,-0.14645733097829297,-0.1819189616448854,-0.16484338617510955
-0.138287526330573,-0.1537237971151442,-0.14645733097829297,-0.1819189616448854,-0.16484338617510955
-0.138287526330573,-0.1537237971151442,-0.14645733097829297,-0.1819189616448854,-0.16484338617510955
-0.138287526330573,-0.1537237971151442,-0.14645733097829297,-0.1819189616448854,-0.16484338617510955
-0.13804066100162599,-0.15344492579839786,-0.14615698845470027,-0.013733650685334626,-0.1644602075836003
-0.13804066100162599,-0.15344492579839786,-0.14615698845470027,-0.013733650685334626,-0.1644602075836003
-0.13847506100063023,-0.15386879372296502,-0.1465704794082337,-0.013733650685334626,-0.16486050411906014
-0.13847506100063023,-0.15386879372296502,-0.1465704794082337,-0.014633354309954896,-0.16486050411906014
-0.13820994008433252,0.013231146424742024,-0.14628636037275752,-0.014633354309954896,0.0013490256597979819
