-0.07603730211631898,-0.06803130007550584,-0.06561411649511373,-0.07662218285218375,-0.08069370953983568
-0.07613298795602796,-0.0681166543092887,-0.06566971031420898,-0.07670393658053459,-0.08078984770319175
-0.07631298003838416,-0.0681987920241463,-0.06572040180379546,-0.07670364161591153,-0.08049998608523634
-0.06865354719554206,-0.06617650005446302,-0.06459633255661051,-0.06123986663083675,-0.06669677252278133
-0.06825176575402292,-0.06581061930710158,-0.06423696609496626,-0.06086049399715915,-0.06633083958841085
-0.0577953527334632,-0.0564735648068484,-0.05423111372007383,-0.05080439593121566,-0.05621879879910052
-0.05767291842595762,-0.05637260210596351,-0.054130440905978294,-0.05069001161232878,-0.056114287700836596
-0.057025644675399334,-0.0556962468633837,-0.05340851856815099,-0.0497780921207257,-0.0554252072720644
-0.05778854853999377,-0.05623905286762304,-0.053945917758466244,-0.050499599895711955,-0.056004808845886045
-0.038756035323704585,-0.03839766289821889,-0.03851896977352448,-0.03246538347096861,-0.037910665156349
