-0.06528950886133611,-0.05686529269648816,-0.05840749553225921,-0.05692094468719339,-0.05893880786816885
-0.06518580480718728,-0.056780119768796544,-0.058314008891582336,-0.056815222442904545,-0.058828484473182785
-0.06516947744575619,-0.05676233055296459,-0.05829397344615039,-0.05680194939649624,-0.05880845264558465
-0.06699606740347419,-0.05905463126693378,-0.060771235948593294,-0.05898574582180999,-0.061408557222882576
-0.06698825884202686,-0.05907116268033641,-0.06077912922480827,-0.058989787604124044,-0.06142293369717183
-0.06721916185265109,-0.059272190411361336,-0.060977456269203645,-0.059227096119515765,-0.061657344710258244
-0.06736563036217735,-0.05940472425307386,-0.061097269287953615,-0.05937161532567764,-0.06180644111477568
-0.07562208008388649,-0.06415502314839566,-0.06648875946625804,-0.06725152901959564,-0.06718793468090206
-0.061651376099521316,-0.05434522300273886,-0.055926620661095716,-0.05368096021537572,-0.0562838315297573
-0.061442749137610386,-0.054022850296400804,-0.05550579580048348,-0.053486042650239485,-0.05601560879423434
